"timestamp","idf7e0e6a9ebcf4e82f8455b69af3a99ea","idea0c9156c4b3940312f4483a14b25f7e","id25144079ace8e400ef625cb0b5c4f49b","idc659d6134e73ba03948995ba848a9fb7","ida54199e3f67b6de38c6d717b15922344","id4e3cffd4957f8bf08cc9d2c66e4ee172","id6523b5fef60ecd5f9e362a2e2d5dabf8","id3f40c55abb391c062356272ac24000ee","id108be3ab3726b4beac020aef421acd53","id4bf9d61c1af7458526df0d5f0d08c5b2","ided9a31470432588135e7fc8a97b7f979","idbaf1ceb24a2ed58579327dcd1577af90","id853f376dcb4b75332a2ad0a91a82c8ff","idfca048328a00573ad632b2de6fb3866d","id8b8a5121578fd682a939fb4765d0f55b","id55e241a349ad0bab868ca9ded3bb741a","id11eeccf39575d29e30c0c93e404ad3f2","id2af8fc0a2c3247c605fab73448934cb1","id72cea59c0fb4a15e60a5c7fa78c12de4","idfeb415b56def32b3a70afa72486d85ff","id5388d217b085e76a60cd80b24eb5868d","id81bb4fe9d847aecad35333efef25f87b","id12f0e6dd5c2dfc57689fe25e6914ea47","idb4d7c53e30297dc886f86c662671efed","idf9c5502bfde353c8ab4d274ccab26060","idfe1dc6da50e4dbc22d361ecc0ddc6fd1","id38e87d1e5a3c7b7f7555ea2593784322","id7263727ee60d6bb4f45041b6076e5e8e","id89c91beb20773c712921ac1f183ce96a","idb5431a779d457f331d0f57b5209c0502"
1980-01-07,1.16,0.642,2.65,162.746666666667,117.37,13.1,4.55,1.01,1.17,384.62,2.5,0.233,34.1,0.555,3.91,32.2,60.8,1.38,1.76,3.25,0.981,7.34,257.22,0.688,3.38,0.577,318.61,117.595,0.933,2.48
1980-01-14,1.87,0.653,2.43,162.555,117.374,9.42,3.88,0.961,0.891,384.66,1.75,0.12,25.4,0.4,14.2,23.3,38.5,0.427,1.51,2.53,0.869,5.97,257.21,0.358,2.97,0.319,318.58,117.62,3.66,1.41
1980-01-21,1.17,0.673,1.88,162.28,117.388,8.56,2.81,0.971,0.824,384.64,1.84,0.083,25.7,0.386,12.8,28.6,36.8,0.353,1.42,1.42,1.02,5.8,257.2,0.162,2.9,0.237,318.54,117.65,2.96,1.21
1980-01-28,0.922,0.734,1.79,162.003333333333,117.402,8.89,4.48,0.93,0.856,384.67,2.08,0.103,24,0.418,2.02,27.6,40.8,0.334,1.26,1.72,1.1,5.56,257.2,0.195,2.95,0.442,318.5,117.64,1.02,1.21
1980-02-04,11.2,3.63,24.9,163.26,117.4,29,14.9,1.46,9.97,384.86,15.8,1.84,255,2.35,80.1,85.6,158,8.82,4.28,20.9,2.75,30.2,257.35,3.5,8.84,6.46,318.825,117.7,4.5,8.8
1980-02-11,10.3,0.785,7.73,163.67,117.4,22.7,9.86,1.35,5.2,387.97,16.4,0.465,182,0.764,42.7,63.9,124,1.65,5.62,5.1,3.37,17.5,257.39,1.15,6.6,3.61,319.15,117.76,5.22,4.15
1980-02-18,3.77,0.618,3.83,163.03,117.401538461538,15.9,4.71,1.24,2.31,387.81,6.04,0.196,92.9,0.529,13.1,47.8,79.9,0.903,2.89,3.4,1.61,9.99,257.34,0.6,4.41,1.41,319.06,117.803333333333,2.15,2.06
1980-02-25,1.9,0.648,2.78,162.71,117.406923076923,11.4,3.26,1.19,1.59,387.64,3.67,0.112,51.7,0.479,7.85,36.4,55,0.601,2.32,2.39,1.11,7.95,257.29,0.44,3.62,0.879,318.97,117.85,1.31,1.5
1980-03-03,1.68,0.699,2.62,162.5,117.412307692308,10.9,2.91,1.19,1.21,387.29,3.21,0.093,41.8,0.451,7.05,33.4,54,0.496,2.04,1.99,1.1,7.73,257.25,0.42,3.15,0.657,318.9,117.9,1.17,1.33
1980-03-10,3.39,0.794,2.79,162.47,117.417692307692,11.7,4.59,1.22,1.04,387.22,4.24,0.081,58.4,0.442,17.3,47.9,55.6,0.502,2.6,2.14,1.4,8.44,257.24,0.377,3.01,0.983,318.83,117.91,1.24,1.23
1980-03-17,2.54,0.839,2.33,162.25,117.429230769231,10.6,3.16,1.22,0.903,387.17,4.04,0.061,46.6,0.452,15.1,39.7,49.1,0.398,2.95,1.79,1.22,7.53,257.23,0.337,2.91,0.902,318.78,117.96,1.25,1.14
1980-03-24,1.64,0.904,2.05,162.17,117.445384615385,9.16,2.26,1.21,0.826,387.37,2.89,0.064,37,0.405,9.03,30.3,45,0.368,2.09,1.66,0.947,7.5,257.21,0.304,2.87,0.612,318.73,117.96,1.14,1.02
1980-03-31,3.23,1,2.09,162.275,117.451388888889,10.8,6.19,1.21,0.879,387.48,7.55,0.074,71,0.525,21.4,63.7,52.3,0.382,3.28,2.06,1.49,7.51,257.21,0.365,2.94,1.36,318.8,117.975,2.68,1.05
1980-04-07,2.66,0.722,2.25,163.025,117.453333333333,13.9,7.29,1.21,1.24,388.25,5.84,0.144,68.6,0.554,27.8,63.5,69.6,0.739,3.25,3.82,1.4,7.99,257.21,0.429,4.63,1.16,318.87,117.99,2.15,1.31
1980-04-14,2.37,0.796,1.96,162.696666666667,117.455277777778,13.5,6.7,1.18,1.08,387.92,4.3,0.137,47.2,0.539,13.6,56.5,65.8,0.567,2.47,3.15,1.31,7.6,257.19,0.443,4.36,1.17,318.856923076923,118.01,1.71,1.13
1980-04-21,2.08,0.835,2.01,162.6,117.457222222222,11.8,6.89,1.18,0.982,388.75,4.09,0.111,43.4,0.523,7.87,59.8,49.5,0.505,2.2,2.29,1.01,7.05,257.19,0.42,3.54,1.04,318.83,117.99,1.63,1.13
1980-04-28,5.43,0.739,3.89,162.43,117.459166666667,23.9,11.8,1.16,0.838,390.41,6.43,0.363,91.3,0.563,30.2,126,164,1.48,4.38,8.65,2.89,9.23,257.24,0.92,5.86,1.85,319.015,118.01,2.39,1.35
1980-05-05,2.28,0.752,2.07,162.58,117.48,14.4,10.4,1.14,0.817,390.48,3.97,0.086,61.4,0.447,17.1,83.7,71.2,0.712,2.43,3.21,1.29,7.41,257.22,0.531,4.69,1.01,319.2,118.04,2.54,1.18
1980-05-12,1.86,0.865,1.69,162.3475,117.486666666667,12.4,8.24,1.1,0.626,390.43,2.52,0.069,36.7,0.663,7.52,57.3,53.6,0.567,1.67,2.37,1.07,6.8,257.2,0.408,3.63,0.473,319.085,118.025,1.37,0.886
1980-05-19,1.46,1.09,1.56,162.075,117.482,11.6,6.57,1.09,0.57,390.38,2.07,0.059,27,0.657,4.67,45.2,44.3,0.502,1.69,1.94,0.878,6.68,257.2,0.338,3.52,0.304,318.97,118.02,0.897,0.862
1980-05-26,1.42,1.31,1.36,161.896666666667,117.481126760563,11,5.75,1.07,0.489,390.28,1.73,0.047,23.3,0.609,3.73,39.4,38.7,0.419,1.18,1.64,0.705,6.51,257.19125,0.294,3.31,0.199,318.88,118.01,0.724,0.834
1980-06-02,1.81,0.47,1.33,161.81,117.483098591549,11.4,5.74,1.02,0.518,390.17,2.11,0.061,24.8,0.358,3.49,39.7,46.4,0.411,1.18,1.62,0.822,6.69,257.18,0.323,3.25,0.275,318.79,117.93,0.972,0.957
1980-06-09,1.68,0.744,1.16,161.496666666667,117.485070422535,11.5,5.73,1.02,0.543,389.98,1.85,0.052,20.8,0.425,2.96,38.7,44.1,0.364,0.91,2.01,0.619,6.39,257.17,0.315,2.97,0.432,318.741875,117.92,0.635,0.938
1980-06-16,1.63,1.87,1.17,161.18,117.487042253521,9.98,4.4,0.986,0.478,389.67,1.31,0.044,23.4,0.338,3.59,31.9,40.8,0.388,0.948,1.47,0.562,6.56,257.24,0.255,2.92,0.24,318.69375,117.848,0.866,0.745
1980-06-23,1.68,0.577,1.29,161.18,117.489014084507,10,4.83,0.927,0.494,389.78,1.71,0.045,22.9,0.351,4.09,35.9,38.3,0.351,1.57,1.56,0.608,6.64,257.2,0.274,2.76,0.223,318.650833333333,117.82,0.947,0.709
1980-06-30,2.68,0.583,1.53,161.206666666667,117.490985915493,14.8,8.93,0.921,0.542,389.81,3.49,0.082,34.8,0.393,12,88,55.4,0.551,4,1.88,1.5,7.56,257.19,0.347,3.19,0.931,318.61,117.76,1.15,0.936
1980-07-07,2.26,0.682,1.54,162.92,117.492957746479,13.6,8.35,0.92,0.855,389.83,2.07,0.068,53.8,0.348,16.4,64.7,48,0.401,2.74,2.26,0.818,7.32,257.22,0.227,3.43,1.02,318.67,117.76,1.95,1.17
1980-07-14,6.56,0.928,5.85,163.353333333333,117.494929577465,27.7,14.4,1.08,2.16,389.91,7.85,0.329,122,0.653,42.1,129,99.1,1.32,5.73,10.2,1.98,16,257.24,0.604,5.34,2.68,318.73,117.76,4.41,7.22
1980-07-21,6.23,0.689,3.7,163.828,117.496901408451,29.6,11.3,1.15,4.36,389.87,13.7,0.82,139,0.57,31.8,72.2,118,1.31,8.05,11.6,3.46,16.2,257.33,0.931,5.42,8.04,318.78,117.76,5.32,7.73
1980-07-28,2.7,0.496,4.39,162.853333333333,117.498873239437,20.2,7.86,0.985,2.52,389.82,4.26,0.072,70.9,0.447,9.73,70,74,0.426,6.77,3.3,0.854,8.16,257.3,0.257,4.7,1.64,318.83,117.77,2.11,2.06
1980-08-04,2.03,0.62,1.79,162.635,117.51,12.2,5.27,1.01,1.53,389.8,2.3,0.051,34.1,0.415,6.42,49.9,49.4,0.329,3.02,1.97,0.655,7.2,257.24,0.201,3.73,0.551,318.82,117.78,1.12,1.32
1980-08-11,1.65,0.736,1.37,162.4125,117.511842105263,11,3.88,1.01,1.08,389.81,1.48,0.046,25,0.421,4.18,37.5,42.8,0.311,2.09,1.59,0.629,6.96,257.22,0.23,3.39,0.323,318.81,117.79,0.816,0.991
1980-08-18,1.31,0.8,1.27,162.19,117.513684210526,10.5,3.2,1.01,0.846,389.86,1.26,0.045,21.9,0.366,3.5,31.9,40.1,0.306,1.61,1.47,0.581,6.74,257.23,0.265,3.27,0.25,318.71,117.78,0.619,0.876
1980-08-25,1.41,0.91,1.37,161.89,117.515526315789,10.3,1.94,1.07,0.618,389.77,1.58,0.045,22.6,0.35,3.58,28.3,38,0.281,1.34,1.33,0.598,6.79,257.21,0.246,3.14,0.201,318.61,117.776666666667,0.687,0.802
1980-09-01,1.74,0.695,1.37,161.69,117.517368421053,12,6.8,1.12,0.581,389.48,3.81,0.06,24.9,0.421,4.05,32.6,48.1,0.322,2.84,1.94,0.827,7.62,257.2,0.316,3.33,0.183,318.56,117.74,1.23,0.946
1980-09-08,1.77,0.479,1.55,161.47,117.519210526316,9.75,2.94,1.06,0.483,389.22,1.72,0.044,27.5,0.299,4.13,28.5,39.5,0.264,1.15,1.31,0.581,6.52,257.2,0.19,3.03,0.156,318.51,117.72,0.645,0.739
1980-09-15,1.8,0.611,1.48,161.3175,117.526666666667,9.91,5.3,1.07,0.432,388.76,2.03,0.048,30.6,0.281,11.8,28.8,39.6,0.262,1.33,1.29,0.703,6.48,257.19,0.168,3.04,0.299,318.475,117.69,0.672,0.794
1980-09-22,1.21,0.641,1.25,161.25,117.531612903226,8.39,3.37,1.03,0.404,388.63,1.29,0.044,22.7,0.275,4.36,25.9,34.8,0.249,0.987,1.11,0.552,6.39,257.18,0.161,2.81,0.167,318.44,117.6675,0.527,0.712
1980-09-29,1.27,0.629,1.29,161.09,117.533870967742,9.05,3.04,0.963,0.371,388.52,1.24,0.048,24.6,0.365,4,23,38.7,0.24,0.892,1.19,0.536,6.38,257.18,0.179,2.91,0.185,318.405,117.638571428571,0.489,0.668
1980-10-06,1.27,0.622,1.28,161.18,117.536129032258,8.54,2.78,0.959,0.402,387.99,1.09,0.04,21.3,0.503,3.17,23.6,37,0.22,0.86,1.08,0.533,5.99,257.2,0.231,2.77,0.164,318.37,117.62,0.488,0.657
1980-10-13,3.17,0.868,1.68,161.39,117.538387096774,10.2,11.7,1.01,0.349,387.75,2.64,0.174,23.9,1.25,5.25,27.5,46.5,0.309,3.5,2.59,1.77,6.82,257.2,0.699,3.03,0.227,318.360666666667,117.59,0.948,0.678
1980-10-20,3.07,0.69,1.59,161.18,117.54,11.4,3.46,0.925,0.356,387.56,2.71,0.093,30.6,0.325,5.72,29.1,50.4,0.224,0.923,2.37,0.78,6.43,257.21,0.324,3.39,0.271,318.351333333333,117.55,1.09,0.689
1980-10-27,2.13,0.703,1.39,161,117.546666666667,10.7,3.71,0.923,0.333,387.21,2.27,0.104,28.2,0.386,6.47,39.5,48.3,0.235,1.2,2.06,0.792,6.66,257.17,0.265,3.45,0.41,318.35,117.525,1.02,0.689
1980-11-03,1.39,0.697,1,160.933333333333,117.546666666667,10.4,3.66,0.905,0.284,387.16,1.67,0.051,20.2,0.333,4.31,21.9,39.8,0.214,0.931,1.65,0.634,6.24,257.17,0.236,3.08,0.255,318.35,117.508,0.769,0.639
1980-11-10,1.64,0.686,1.1,160.99,117.54,9.12,3.54,0.967,0.297,387.08,1.76,0.047,19.5,0.335,3.65,20.6,40.1,0.197,0.929,1.65,0.747,6.08,257.18,0.241,3,0.238,318.365,117.493333333333,0.577,0.621
1980-11-17,3.05,0.759,2.24,161.045,117.54,15.9,9.19,1.03,0.454,387.01,8.03,0.093,55.8,0.488,15.9,78.8,67.7,0.306,2.61,5.01,2.21,10.9,257.17,0.383,4.05,0.982,318.38,117.46,1.54,1.51
1980-11-24,1.77,0.668,1.05,161.19,117.54,10.1,4.02,1.02,0.377,386.98,2.32,0.06,38.2,0.36,6.52,28,46.1,0.216,1.19,2.28,0.742,6.7,257.16,0.297,3.34,0.271,318.38,117.45,0.976,0.713
1980-12-01,1.49,0.685,0.955,161.26,117.54,9.52,3.9,0.997,0.425,386.96,1.81,0.059,28.1,0.327,3.84,24.6,37.7,0.209,0.947,1.92,0.723,6.07,257.19,0.267,3.07,0.294,318.38,117.41,0.947,0.743
1980-12-08,1.7,0.725,1.16,161.83,117.528,9.87,3.41,1.01,0.497,386.90375,1.69,0.087,29.9,0.309,14.7,27.2,40.3,0.255,1.42,2.23,0.82,5.91,257.14,0.366,2.93,0.223,318.370769230769,117.38,1.12,0.874
1980-12-15,7.26,1.46,15,162.57,117.525,26.9,20.4,1.46,2.76,386.86,16.7,2.25,128,0.834,75.8,83.9,134,7.58,5.7,15.2,3.61,25.2,257.21,1.1,4.46,6.84,318.36,117.46,4.27,5.9
1980-12-22,1.65,0.703,1.75,162.77,117.528461538462,13.3,5.12,1.14,2.19,386.76,2.87,0.125,63.5,0.382,12.1,31.8,61.6,0.725,1.35,3,0.731,8.6,257.23,0.43,4.27,1.16,318.495,117.44,1.5,2.02
1980-12-29,2.03,0.709,1.72,162.57,117.523076923077,14.3,6.06,1.1,1.83,386.62,4.1,0.151,67.2,0.355,15.5,46.7,60.7,0.644,2.14,2.77,1.02,7.88,257.21,0.402,4.2,1.13,318.63,117.463333333333,2.45,1.27
1981-01-05,6.53,0.811,5.16,163.94,117.521,31.8,7.28,1.26,5.2,386.47,7.99,0.524,201,0.588,51.4,109,181,2.12,4.16,6,1.61,13.3,257.25,0.607,8.53,2.03,318.67,117.5,2.32,4.81
1981-01-12,2.25,0.649,2.14,162.98,117.528,13.2,4.87,1.13,2.26,386.38,3.58,0.172,59.1,0.442,12.5,40.7,62.7,0.744,1.97,2.75,0.869,8.57,257.23,0.401,4.47,0.93,318.71,117.57,1.34,1.95
1981-01-19,1.96,0.717,2.19,163.21,117.522307692308,15.4,4.87,1.11,1.66,386.47,2.85,0.427,49.2,0.645,8.94,41.4,87.4,1.62,1.66,3.17,0.885,8.28,257.21,0.981,4.01,0.69,318.675,117.61,1.08,3.73
1981-01-26,1.81,0.705,1.89,162.99,117.511538461538,11.9,4.8,1.05,1.2,386.58,2.49,0.144,33.7,0.443,9.12,48.4,54.7,0.698,2.11,2.48,0.982,7.28,257.2,0.457,3.52,0.506,318.64,117.65,3.19,1.68
1981-02-02,1.86,0.723,1.95,162.6625,117.518571428571,10.7,4.1,1.03,0.928,386.46,1.99,0.127,25.1,0.41,15.5,36.3,42.3,0.541,2.05,2.21,1.16,6.66,257.18,0.359,3.21,0.427,318.82,117.7,5.15,1.24
1981-02-09,11.3,3.01,25.5,164.48,117.52,45.3,9.79,1.5,3.71,386.44,10.9,2.42,216,1.08,39.7,186,355,6.09,4.25,14.7,3.61,23.7,257.26,2.04,10.6,3.48,319,117.81,3.43,7.72
1981-02-16,1.9,0.691,3.16,163.406666666667,117.52,15.5,4.49,1.37,2.42,386.39,3.47,0.252,61.5,0.521,13.1,39.1,76.8,0.89,1.96,3.22,0.932,9.02,257.3,0.422,5.05,0.768,318.95,117.85,1.55,3.05
1981-02-23,1.29,0.698,2.62,162.8,117.527777777778,12.4,4.05,1.3,1.48,386.23,2.4,0.174,34.7,0.456,7.55,29.6,56.5,0.686,1.53,2.33,0.736,7.69,257.24,0.307,4.22,0.46,318.9,117.905,1.36,2
1981-03-02,1.33,0.732,2.51,162.604285714286,117.535555555556,11.7,3.81,1.29,1.13,386.08,2.06,0.224,24.6,0.54,6.37,28,50.4,0.728,1.27,2.22,0.654,7.11,257.2,0.405,3.81,0.295,318.935,117.975,1.13,1.93
1981-03-09,14.5,1.6,14.9,162.78,117.540882352941,25.8,13,1.72,2.42,386.12,21.7,0.453,132,0.543,106,75.6,106,1.34,6.83,7.18,6.1,21.6,257.22,0.469,6.47,5.66,318.97,118,4.64,3.43
1981-03-16,4.68,0.978,4.96,164.356,117.542941176471,21.6,10.9,1.62,3.75,386.48,11.7,0.192,182,0.596,35.4,128,103,0.896,9.51,4.52,2.23,14.3,257.31,0.643,6.74,1.97,319.04,118.08,4.75,4.22
1981-03-23,2.65,0.89,3.24,163.445,117.545,14.8,6.74,1.51,1.74,386.57,7.22,0.104,78.1,0.513,12.6,68.5,67.8,0.645,5.34,3.07,1.49,10.5,257.27,0.491,5.67,1.24,319.11,118.12,2.78,3.19
1981-03-30,3.42,0.86,3.23,163.37,117.547058823529,15.2,10.4,1.49,2.14,386.69,7.78,0.089,91.2,0.453,15.8,93.2,67.4,0.631,5.44,2.95,1.54,10.9,257.25,0.462,5.19,1.02,319.055,118.16,3.38,3.12
1981-04-06,2.31,0.895,2.65,162.896666666667,117.549117647059,13.2,7.03,1.44,1.48,386.9,4.38,0.073,51,0.495,7.54,70.3,54.9,0.524,3.11,2.44,0.975,9.33,257.23,0.436,4.31,0.715,319,118.19,1.78,2.08
1981-04-13,1.66,0.825,2.3,162.74,117.556153846154,12.4,5.52,1.43,1.23,387.08,2.85,0.058,36,0.463,4.82,52.1,47.8,0.441,2.14,1.87,0.755,8.55,257.22,0.4,3.86,0.415,318.934666666667,118.2,1.13,1.97
1981-04-20,1.48,0.879,2.29,162.653333333333,117.566923076923,13.1,4.5,1.42,0.952,387.22,2.49,0.049,29.7,0.448,4.22,41.3,46.2,0.389,1.68,1.81,0.889,8.47,257.21125,0.374,3.76,0.436,318.869333333333,118.23,0.925,1.6
1981-04-27,1.66,1.06,2.2,162.62,117.577692307692,13.9,4.23,1.48,0.97,388.44,2.25,0.069,26.1,0.568,3.9,35.6,47.5,0.458,1.55,2.35,0.826,8.54,257.2,0.479,3.76,0.415,318.836923076923,118.24,0.93,2.56
1981-05-04,2.21,0.685,2.48,162.895,117.588461538462,15.5,5.38,1.46,1.12,388.42,3.22,0.12,54.5,0.477,6.1,48.8,69.1,0.512,2,2.74,1.07,9.13,257.23,0.466,3.81,0.79,318.81,118.29,2.02,2.81
1981-05-11,1.22,0.722,1.96,162.73,117.593333333333,12.2,4.78,1.44,1.16,388.17,2.29,0.075,32,0.481,3.78,33.8,48.8,0.371,1.4,2.02,0.834,8.21,257.21,0.41,3.55,0.341,318.75,118.29,1.2,3.86
1981-05-18,1.94,1.15,3.59,162.61,117.597222222222,17.5,4.92,1.47,0.923,387.86,3.06,0.107,44.7,0.515,4.3,34.7,79.8,0.466,1.5,2.57,0.932,9.47,257.21,0.423,3.59,0.367,318.69,118.24,1.2,1.79
1981-05-25,1.67,0.631,1.8,162.39,117.610810810811,13.1,5.28,1.44,0.802,387.81,2.61,0.086,27.6,0.449,4,41.9,55.3,0.447,1.5,2.38,0.984,8.13,257.2,0.366,3.38,0.231,318.657333333333,118.27,1.14,1.7
1981-06-01,1.34,0.622,1.76,162.48,117.616486486486,13.5,4.15,1.28,0.844,387.32,2.12,0.1,36.4,0.458,4.56,29.6,65.1,0.495,1.04,1.99,0.669,8.29,257.22,0.339,3.44,0.217,318.624666666667,118.24,1.14,2.14
1981-06-08,1.15,0.672,1.62,163.973333333333,117.622162162162,13.4,3.62,1.23,1.31,387.4,1.6,0.081,25.4,0.437,3.46,24.3,52.8,0.439,0.954,1.64,0.706,7.48,257.21125,0.305,3.44,0.725,318.583076923077,118.19,0.972,2.4
1981-06-15,1.09,0.745,1.39,162.91,117.627837837838,11.9,3.15,1.2,1.01,386.97,1.41,0.055,19.8,0.397,2.65,20.6,40.5,0.369,0.886,1.26,0.634,6.83,257.2,0.303,3.02,0.284,318.54,118.136666666667,0.754,1.5
1981-06-22,1.25,0.757,1.77,162.685,117.633513513514,14.4,3.59,1.12,0.868,386.8,1.61,0.074,25.7,0.351,3.14,26.2,51.6,0.392,1,1.72,0.926,7.13,257.2,0.319,3.13,0.535,318.49,118.105,0.737,1.69
1981-06-29,1.07,0.704,1.41,162.546666666667,117.639189189189,12.8,3.04,1.12,1,386.54,1.22,0.049,17.4,0.331,1.75,22.6,38.9,0.38,0.766,1.27,0.576,6.72,257.2,0.256,2.79,0.718,318.44,118.06,0.534,3
1981-07-06,1.09,0.633,1.4,162.295,117.66,11.7,2.95,0.964,0.658,386.55,1.16,0.038,13.8,0.333,1.87,24.7,40.4,0.32,0.762,1.25,0.596,6.53,257.18,0.256,2.82,0.221,318.38,118.01,0.495,1.25
1981-07-13,1.02,1.82,1.4,162.0275,117.66,13.6,3.34,0.926,0.612,386.42,1.04,0.037,13.6,0.601,1.93,16.5,39.6,0.32,1.27,1.74,0.588,6.79,257.18,0.389,2.7,0.185,318.32,117.96,0.416,1.13
1981-07-20,8.27,1.58,1.31,161.893333333333,117.668888888889,24.2,53.9,0.928,0.562,386.73,5.04,0.035,16.7,0.499,2.24,150,86.8,0.309,14.5,13.9,8.71,8.14,257.15,0.287,5.76,0.235,318.385,117.92,1.7,1.12
1981-07-27,4.33,0.839,1.63,161.875,117.675,16.1,10.9,0.925,0.714,387.16,8.27,0.038,21,0.455,3.7,72.7,66.7,0.297,2.19,4.97,1.78,7.51,257.16,0.335,5.26,2.11,318.45,117.9,3.88,1.91
1981-08-03,1.71,0.794,1.37,161.74,117.69,13.6,6.18,0.857,0.569,386.62,1.97,0.027,17.9,0.553,2,37.3,43.8,0.298,0.957,2.3,0.761,6.49,257.15,0.275,4.02,0.308,318.445,117.85,1.46,1.08
1981-08-10,5.79,0.885,6.08,161.524,117.696363636364,15.3,8.39,0.959,1.31,386.44,2.79,0.026,23.8,1.17,13.2,51.7,106,0.275,2.16,3.84,1.87,8.1,257.15,1.39,4.16,5.2,318.44,117.82,1.57,41.4
1981-08-17,1.58,0.685,1.18,161.406,117.702727272727,9.52,4.43,0.865,0.84,386.27,1.29,0.022,25.6,0.397,3.1,28.9,44.6,0.238,0.814,1.94,0.711,6.4,257.15,0.239,3.26,0.509,318.407333333333,117.81,0.918,2.53
1981-08-24,1.52,0.68,1.27,161.415,117.709090909091,10.1,4.19,0.779,0.731,386.04,1.6,0.024,24.2,0.478,5.01,27.5,41.8,0.232,0.946,2.17,0.731,6.58,257.15,0.206,3.13,0.453,318.374666666667,117.7875,0.725,1.76
1981-08-31,1.22,0.706,1.07,161.29,117.718333333333,9.35,3.51,0.793,0.65,385.98,1.21,0.026,19.1,0.419,3.19,24.1,37.5,0.216,0.708,1.62,0.651,6.38,257.13,0.188,2.86,0.256,318.333076923077,117.78,0.597,1.51
1981-09-07,1.08,0.713,0.992,161.215,117.728055555556,8.69,3.05,0.795,0.576,385.79,1.02,0.026,13.6,0.351,2.45,19.7,34.8,0.199,0.649,1.18,0.595,6.3,257.13,0.176,2.81,0.206,318.29,117.765,0.486,1.17
1981-09-14,1.04,0.757,0.964,161.18,117.737777777778,8.35,3.97,0.816,0.468,385.73,1.02,0.029,13.3,0.335,2.18,21.9,36.9,0.194,2.42,1.25,0.592,6.38,257.08,0.195,2.71,0.141,318.275,117.74,0.403,1.19
1981-09-21,1.04,0.842,0.991,161.15,117.7475,9.14,3.2,0.841,0.549,385.65,1.06,0.034,14.7,0.377,2.21,24.1,37.2,0.199,1.02,1.17,0.678,6.44,257.07,0.239,2.7,0.258,318.26,117.73,0.464,1.56
1981-09-28,1.04,0.959,0.954,161.24,117.757222222222,9.24,3.04,0.928,0.497,385.67,1.04,0.046,12.3,0.434,1.98,20.5,34.8,0.244,0.728,1.24,0.686,6.43,257.08,0.349,2.67,0.355,318.235,117.7,0.455,1.78
1981-10-05,1.35,0.777,1.4,161.19,117.765555555556,11.1,3,0.883,0.513,385.58,1.42,0.104,21.5,0.434,4.66,21,56.7,0.235,0.737,2.32,0.724,6.6,257.12,0.632,3.14,0.393,318.21,117.685,0.491,1.95
1981-10-12,4.6,1.47,4.48,161.23,117.765,16.6,6.14,0.936,0.803,386.35,4.65,0.211,59.8,0.663,18.9,143,97.2,0.406,3.97,4.52,2.1,8.94,257.12,0.501,5.6,1.81,318.298666666667,117.69,0.98,1.91
1981-10-19,4.23,1.9,10.3,162.88,117.78,21.6,8.95,0.974,1.4,387.4,6.38,0.311,119,1.06,37.6,71.2,149,1.37,2.95,6.78,1.92,10.1,257.18,0.942,6.8,2.25,318.387333333333,117.68,1.76,2.34
1981-10-26,3.57,1.39,2.81,162.73,117.78,16.7,7.26,0.964,1.18,388.38,3.99,0.211,61.4,0.703,19.4,73.8,100,0.539,1.9,4.41,1.48,8.12,257.18,0.588,6.56,1.07,318.588571428571,117.75,1.52,1.63
1981-11-02,5.35,1.99,2.32,162.54,117.799375,24.6,12.7,1.47,1.08,391.02,9.36,0.259,119,0.693,35.5,118,121,0.757,4.42,5.32,1.92,11,257.22,0.635,6.56,1.47,318.808571428571,117.753333333333,3.5,1.47
1981-11-09,2.8,0.769,2.06,162.283333333333,117.795,13.8,7.23,1.44,0.975,390.82,5.08,0.135,62,0.548,15.4,59.4,73.2,0.488,2.29,3.05,1.28,8.14,257.23,0.483,5.15,0.691,318.793846153846,117.776666666667,2.09,1.2
1981-11-16,3.14,0.82,2.27,161.986666666667,117.790625,15,6.73,1.43,0.911,390.55,4.27,0.219,56.9,0.564,14.3,62,83.1,0.687,2.27,3.79,1.31,7.76,257.2,0.488,5.21,0.716,318.74,117.795,1.52,1.18
1981-11-23,3.22,0.822,2.15,161.90625,117.796,13.7,8.87,1.46,1.12,390.44,6.06,0.152,70.2,0.526,24.3,78.5,67.6,0.531,2.78,3.14,1.52,7.59,257.2,0.355,4.87,1.15,318.82,117.82,1.89,1.24
1981-11-30,4.07,1.05,7.34,162.49,117.81,27.7,8.51,1.61,2.77,390.71,6.54,0.538,160,0.712,37.9,88.8,138,1.39,3.42,7.64,1.85,10.5,257.21,1.02,7.12,1.54,318.9,117.87,2.39,5.12
1981-12-07,3.51,1.06,6.6,163.69,117.815,23.3,6.75,1.65,3.9,391.13,5.04,0.636,88.9,1.15,17.7,68,176,1.79,2.85,5.4,1.53,10.1,257.26,1.46,5.71,1.27,319.09,117.93,1.89,5.47
1981-12-14,3.94,1.12,6.04,164.1,117.818,23.5,7.21,1.73,3.65,391.74,5.18,0.453,99.2,0.987,21.1,96.6,177,1.88,4.74,5.61,1.58,11.3,257.36,1.41,6.78,1.15,319.28,118.04,2.2,4.14
1981-12-21,3.18,1.04,3.3,163.42,117.82,16.6,5.52,1.69,2.07,391.89,2.71,0.231,59.7,0.799,12.4,52,99.4,1.09,2.73,3.44,1.22,9.04,257.28,0.811,5.29,0.68,319.19,118.11,1.56,2.75
