"timestamp","idf7e0e6a9ebcf4e82f8455b69af3a99ea","idea0c9156c4b3940312f4483a14b25f7e","id25144079ace8e400ef625cb0b5c4f49b","idc659d6134e73ba03948995ba848a9fb7","ida54199e3f67b6de38c6d717b15922344","id4e3cffd4957f8bf08cc9d2c66e4ee172","id6523b5fef60ecd5f9e362a2e2d5dabf8","id3f40c55abb391c062356272ac24000ee","id108be3ab3726b4beac020aef421acd53","id4bf9d61c1af7458526df0d5f0d08c5b2","ided9a31470432588135e7fc8a97b7f979","idbaf1ceb24a2ed58579327dcd1577af90","id853f376dcb4b75332a2ad0a91a82c8ff","idfca048328a00573ad632b2de6fb3866d","id8b8a5121578fd682a939fb4765d0f55b","id55e241a349ad0bab868ca9ded3bb741a","id11eeccf39575d29e30c0c93e404ad3f2","id2af8fc0a2c3247c605fab73448934cb1","id72cea59c0fb4a15e60a5c7fa78c12de4","idfeb415b56def32b3a70afa72486d85ff","id5388d217b085e76a60cd80b24eb5868d","id81bb4fe9d847aecad35333efef25f87b","id12f0e6dd5c2dfc57689fe25e6914ea47","idb4d7c53e30297dc886f86c662671efed","idf9c5502bfde353c8ab4d274ccab26060","idfe1dc6da50e4dbc22d361ecc0ddc6fd1","id38e87d1e5a3c7b7f7555ea2593784322","id7263727ee60d6bb4f45041b6076e5e8e","id89c91beb20773c712921ac1f183ce96a","idb5431a779d457f331d0f57b5209c0502"
1987-02-02,2.51,0.817,2.14,162.06,117.98,9.44,3.54,1.24,0.641,386.13,2.75,0.072,31.7,0.482,6.34,36.1,39.4,0.402,2.89,1.77,0.976,6.45,257.07,0.265,3.06,0.202,318.2,117.72,0.357,0.929
1987-02-09,4.14,2.86,11.5,162.08,117.976666666667,30.4,12.9,1.42,1.09,386.04,12.4,2.54,104,2.29,15.3,80.1,168,2.36,2.83,24.8,2.67,24.8,257.1,1.96,6.48,3.09,318.2,117.72,2.53,2.81
1987-02-16,3.04,1.43,4.74,162.76,117.99,21.2,5.54,1.35,1.81,386.74,4.04,0.326,87.2,0.752,16.3,94.5,101,1.23,2.66,4.78,1.23,10.6,257.22,0.841,5.59,0.761,318.26,117.73,1.64,2.28
1987-02-23,2.36,1.38,2.96,162.62,117.985714285714,14.7,4.44,1.32,1.56,386.42,2.96,0.128,50.4,0.49,9.17,43.9,67.1,0.585,2.27,2.86,0.933,8.1,257.2,0.506,4.27,0.214,318.33,117.74,1.15,1.57
1987-03-02,5.79,1.8,19.8,163.84,117.99,41.7,9.28,1.5,4.13,386.52,6.69,5.05,196,4.57,20.9,133,367,9.64,7.07,34.5,2.69,19.2,257.31,8.71,15.8,3.65,318.456,117.82,2.6,11.4
1987-03-09,2.21,1.35,3.49,163.62,117.984285714286,17.2,4.62,1.37,2.76,393.68,3.14,0.152,60.2,0.412,11.2,66.3,101,0.78,2.33,3.93,1.11,8.99,257.33,0.699,7.34,0.521,318.582,117.885,1.25,2.95
1987-03-16,1.57,1.34,3.03,162.92,117.998571428571,13,4.26,1.3,1.74,392.78,2.52,0.093,42.6,0.534,8.1,41.1,72.6,0.585,1.88,2.94,0.989,7.97,257.25,0.561,5.58,0.234,318.618461538462,117.98,1.03,2.15
1987-03-23,1.62,1.56,3.96,162.92,118.01,12.7,4.76,1.28,1.62,391.89,2.39,0.163,48.2,0.608,8.51,35.8,83.8,0.937,1.91,3.5,0.983,8.24,257.22,0.595,5.09,0.265,318.64,117.99,0.831,4.53
1987-03-30,8.68,1.37,7.09,163.64,118.0275,30.6,11.7,1.44,4.79,391.9,12.4,0.139,322,0.615,61.7,169,132,0.947,6.97,5.26,3.19,15.9,257.3,0.576,6.76,2.15,318.725,118.03,4.23,4.34
1987-04-06,5.92,1.28,3.37,163.14,118.050714285714,17,10,1.43,2.11,391.93,12.3,0.099,119,0.54,41.4,95.1,79.1,0.648,7.93,3.35,2.6,10.9,257.28,0.805,5.15,1.44,318.81,118.13,3.48,2.69
1987-04-13,6.15,1.02,2.82,162.8,118.065714285714,19.3,12.3,1.39,1.71,391.82,12.3,0.104,128,0.541,31.6,106,81.7,0.703,5.39,3.5,1.52,10.2,257.24,0.394,5.08,1.37,318.772666666667,118.185,4.22,2.43
1987-04-20,3.42,1.04,2.19,162.74,118.08,14.7,11.9,1.42,1.46,391.7,8.53,0.074,66,0.613,15.4,78.3,65,0.601,4.35,2.9,1.43,8.71,257.23125,0.348,4.53,0.554,318.735333333333,118.255,3.27,2.08
1987-04-27,2.53,0.919,1.88,162.65,118.094,15.5,9.54,1.38,1.16,391.39,4.78,0.066,43.5,0.552,8.05,72.6,59.5,0.453,2.78,2.34,1.14,7.72,257.09,0.319,4.17,0.218,318.688461538462,118.28,1.69,1.51
1987-05-04,6.43,1.38,2.93,162.545,118.108,28.9,12.9,1.48,1.1,391.3,11.4,0.158,60.4,1.36,14.6,87.3,111,0.816,2.49,8.42,2.8,12.5,257.11,0.854,5.22,0.292,318.64,118.3,2.31,2.17
1987-05-11,2.62,0.909,2.38,162.525,118.11,16.6,8.23,1.41,0.848,391.11,3.61,0.133,42.9,0.909,8.76,55.9,77.2,0.654,1.76,3.84,1.35,7.87,257.08,0.496,4.86,0.168,318.61,118.3,1.13,1.35
1987-05-18,2.1,0.884,2,162.52,118.132777777778,14,6.29,1.41,0.747,390.93,2.92,0.09,41,0.662,10.3,46.8,65,0.49,1.84,2.38,0.991,7.66,257.09,0.337,4.16,0.398,318.58,118.33,1.07,1.2
1987-05-25,2.18,0.979,2.09,162.32,118.136666666667,13.4,6.68,1.43,0.691,390.64,2.94,0.091,42.7,0.541,7.75,52.6,62.7,0.495,2.21,2.42,1.2,8.34,257.08,0.338,4.08,0.361,318.542666666667,118.32,1.13,1.19
1987-06-01,1.8,1.14,2.16,162.095,118.1425,12.9,7.13,1.47,0.714,390.51,2.55,0.086,33.8,0.443,7.52,42.9,61.1,0.469,2.16,2.24,1.12,9.11,257.08,0.38,3.88,0.375,318.505333333333,118.31,0.952,1.48
1987-06-08,2.55,1.41,3.86,162.17,118.17,18.9,10.6,1.41,0.786,390.35,5.12,0.124,73.3,0.522,22.2,63.3,83.2,0.819,3.6,5.33,1.41,12.9,257.10625,0.485,4.04,0.345,318.534285714286,118.32,1.63,2.47
1987-06-15,4.8,1.26,9.35,162.33,118.1675,22.7,8.88,1.53,1.04,390.14,9.11,0.909,96.8,1.18,41.4,48.6,122,2.14,1.98,4.09,1.42,22.7,257.18,1.21,3.99,1.76,318.574285714286,118.31,3.47,3.32
1987-06-22,2.17,1.45,3.93,162.715,118.18,22.8,8.44,1.4,1.27,390.2,4.59,0.216,103,0.577,22.5,64.7,124,0.969,3.68,4.88,1.43,12.5,257.29,0.736,4.87,0.722,318.566153846154,118.29,2.19,2.64
1987-06-29,2.15,0.738,3.57,162.48,118.18,16,6.12,1.4,1.43,390.02,4.1,0.115,86.8,0.516,18.6,45.5,83.1,0.61,2.35,2.61,1.06,10.4,257.22875,0.524,3.99,0.738,318.55,118.32,1.86,1.93
1987-07-06,1.75,0.828,2.24,162.05,118.174285714286,15.6,5.05,1.32,1.11,389.81,2.5,0.092,41.2,0.342,7.42,36.3,72.7,0.462,1.57,3.42,0.773,8.63,257.22,0.386,5.21,0.232,318.5,118.27,1.1,1.34
1987-07-13,1.75,0.977,2.2,161.86,118.18,13.8,4.33,1.32,0.943,389.72,2.43,0.077,34.3,0.282,5.67,30.2,64.6,0.444,1.26,2.44,0.762,8.33,257.18,0.348,4.87,0.165,318.45,118.25,0.934,1.16
1987-07-20,2.33,1.37,2.08,161.92,118.185,19.8,5.83,1.36,0.824,389.53,3.08,0.074,52.3,0.358,6.06,36.4,85.6,0.416,1.84,2.84,1.14,9.53,257.12,0.358,4.48,0.188,318.42,118.2,1.24,1.16
1987-07-27,1.66,1.01,2.29,161.745,118.1925,14.7,4.54,1.4,0.984,389.38,3.15,0.07,34.3,0.361,7.62,26.7,64.2,0.44,1.47,2.74,0.849,9,257.09,0.445,3.97,0.226,318.39,118.18,1.25,2.64
1987-08-03,1.65,0.899,2.41,161.825,118.195,16.2,6.71,1.33,0.866,389.08,2.32,0.088,48,0.488,11.5,41,70.8,0.642,4.08,6.45,1.03,8.97,257.11,0.5,4.63,0.256,318.395,118.13,1.27,1.45
1987-08-10,1.73,0.818,2.52,161.74,118.19,14.5,5.29,1.31,0.754,388.9,3.17,0.058,41.7,0.383,10,35.1,63.8,0.436,4.07,3.12,0.806,10.3,257.07,0.481,4.42,0.305,318.4,118.1,1.56,1.3
1987-08-17,1.33,0.888,1.96,161.58,118.189285714286,12.6,4.09,1.27,0.721,388.75,1.68,0.044,28.9,0.371,4.93,27.7,50.4,0.336,1.39,1.98,0.594,7.6,257.04375,0.471,3.56,0.105,318.385,118.07,0.856,0.942
1987-08-24,1.25,0.861,3.24,162.25,118.184285714286,11.8,5.09,1.3,0.67,388.61,1.41,0.173,32.9,0.504,5.02,23.8,56.3,1.25,1.2,2.19,0.621,8.68,257.074285714286,0.479,3.35,0.133,318.37,118.04,0.863,0.942
1987-08-31,1.17,0.925,2.13,162.285,118.180769230769,12,3.74,1.28,0.589,388.33,1.37,0.061,29.2,0.343,3.6,23.9,47.2,0.257,1.12,1.85,0.572,7.54,257.09,0.384,3.13,0.195,318.34,118,0.74,0.846
1987-09-07,1.19,0.932,2.14,162.45,118.186153846154,11.6,4.36,1.29,0.555,388.1,1.38,0.059,26.9,0.36,3.49,42.4,56.9,0.225,1.68,1.66,0.621,7.75,257.1,0.325,3.09,0.436,318.31,117.98,0.625,1.36
1987-09-14,1.1,0.771,2.05,162.77,118.21,11.1,3.41,1.3,0.5,387.82,1.19,0.06,28.5,0.315,5.18,23.3,51.3,0.214,1.2,1.63,0.6,7.37,257.06,0.271,2.96,0.128,318.29,117.963333333333,0.584,0.826
1987-09-21,1.09,0.794,1.91,162.41,118.21,10.2,3.18,1.32,0.453,387.69,1.11,0.048,26.6,0.367,3.4,20.5,44.6,0.213,0.986,1.53,0.534,7.31,257.04,0.168,3.02,0.088,318.27,117.96,0.524,0.753
1987-09-28,1.35,0.785,1.96,162.17,118.213333333333,10.6,3.9,1.33,0.433,387.47,1.16,0.06,28.3,0.455,5.04,39,48.4,0.224,2.08,1.53,0.809,7.41,257.03125,0.187,3.28,0.102,318.25,117.9,0.534,0.82
1987-10-05,1.19,0.826,1.72,161.79,118.203333333333,9.9,3.18,1.32,0.407,387.23,1.01,0.044,21.9,0.334,3.61,20.8,42.6,0.227,1.08,1.35,0.558,6.91,257.02,0.168,2.97,0.086,318.23,117.92,0.471,0.776
1987-10-12,1.22,0.87,1.69,161.8,118.21,9.75,2.9,1.35,0.473,387.11,0.962,0.04,20.2,0.326,3.09,19.7,38.5,0.226,0.975,1.32,0.554,6.72,256.99,0.2,2.96,0.08,318.195,117.92,0.463,1.34
1987-10-19,1.15,0.871,1.84,161.69,118.19,9.31,3.03,1.31,0.531,387.02,1.01,0.065,21.7,0.348,3.38,21.5,40.8,0.244,0.954,1.23,1.03,6.69,257.04,0.201,3.01,0.228,318.16,117.88,0.441,0.84
1987-10-26,1.1,0.883,2.24,162.68,118.19,10.9,3.48,1.36,0.721,386.85,1.39,0.066,25.9,0.457,3.46,25,49.6,0.319,1.36,1.48,0.725,7.4,256.97,0.264,2.71,0.335,318.135,117.865,0.538,0.973
1987-11-02,1.02,0.878,1.89,162.55,118.188,10.9,2.89,1.3,0.673,386.68,0.96,0.069,21.8,0.529,3.18,19.8,43.9,0.402,1.05,2.07,0.557,6.69,256.96,0.228,2.67,0.238,318.11,117.83,0.481,0.894
1987-11-09,1.13,0.831,1.58,162.12,118.2,10.2,2.48,1.25,0.597,386.6,1.23,0.047,20.4,0.41,3.03,20.9,37.8,0.271,0.842,1.15,0.591,6.56,256.95,0.202,2.55,0.167,318.11,117.84,0.54,0.816
1987-11-16,1.55,0.979,2.15,162.53,118.195,11.3,3.77,1.29,0.664,386.52,2.32,0.094,33.4,0.441,8.33,36.4,46.2,0.336,1.7,2.01,0.674,7.4,256.98,0.266,2.64,0.985,318.11,117.81,0.693,1.33
1987-11-23,1.39,0.961,5.78,162.81,118.184444444444,17.5,4.02,1.34,1.05,386.38,3.87,0.321,94,0.545,23.9,46.5,76.6,0.837,2.3,3.71,0.84,9.87,257.01,0.376,3.46,1.28,318.125,117.82,1.47,2.85
1987-11-30,0.691,0.708,2.85,162.8,118.183333333333,11.5,3.04,1.23,1.04,386.06,1.94,0.137,47.1,0.382,12.1,26.8,52.5,0.412,1.3,1.81,0.543,7.85,257.03,0.214,2.98,0.48,318.14,117.767142857143,0.94,1.13
1987-12-07,0.641,0.791,2.1,162.58,118.18,10.9,2.8,1.22,1.03,385.98,1.67,0.061,28.1,0.411,5.94,24.3,44.8,0.376,1.07,1.5,0.495,7.43,256.99,0.203,2.81,0.269,318.125,117.76,0.717,1.06
1987-12-14,0.597,0.779,1.81,162.31,118.177777777778,10.2,2.07,1.13,0.821,385.82,1.45,0.049,21.9,0.375,4.35,24.3,40.6,0.342,0.971,1.2,0.515,6.71,256.96,0.176,2.74,0.333,318.11,117.77,0.625,0.921
1987-12-21,6.24,0.933,13.4,162.79,118.162222222222,43.5,20.3,1.66,2.14,386.67,10.8,0.649,283,0.869,45.3,188,234,1.32,8.1,8.51,3.28,17.9,257.16,0.805,8.06,3.27,318.33,117.773333333333,4.96,3.31
1987-12-28,1.64,0.778,3.59,162.76,118.165,15.3,5.14,1.38,1.93,386.08,4.07,0.114,66.3,0.337,13.8,48,69.7,0.559,2.44,3.06,1.02,10,257.17,0.332,4.28,0.89,318.55,117.816666666667,1.71,1.8
1988-01-04,2.24,0.771,4.03,162.94,118.185,14,4.71,1.5,1.72,385.82,5.4,0.108,83.8,0.346,23.4,46.2,65.1,0.461,2.83,2.62,1.09,10.7,257.14,0.322,3.7,1.76,318.53,117.86,1.63,1.93
1988-01-11,1.44,0.803,3.7,163.051666666667,118.16,15,4.3,1.39,1.92,385.65,3.31,0.146,64.8,0.429,17.8,40.9,63.8,0.587,2.03,2.72,0.978,8.79,257.13,0.385,3.77,1.3,318.51,117.88,1.24,2.31
1988-01-18,1.3,0.778,3.68,162.85,118.16,13.8,3.98,1.37,1.77,385.46,2.54,0.14,46.1,0.374,9.05,33.1,58.5,0.457,1.59,2.15,0.814,8.9,257.12,0.329,3.29,1.04,318.5,117.9,1.06,1.78
1988-01-25,2.28,1.1,13,163.25,118.173333333333,25.3,5.9,1.77,2.74,385.4,7.89,2.83,88.6,2.44,26.1,36.6,123,5.44,1.67,11.8,1.14,21.5,257.14,1.64,3.7,3.93,318.49,117.96,2.32,6.63
1988-02-01,2.54,0.829,4.72,163.65,118.16,19.2,4.98,1.58,2.99,385.61,5.07,0.198,111,0.379,22.8,52.5,84.1,0.812,2.53,3.37,1.11,11,257.19,0.466,4.83,1.56,318.53,117.98,2.07,2.99
1988-02-08,3.23,0.954,6.37,163.83,118.168,19.9,5.63,1.63,4,385.56,6.99,0.298,145,0.532,31.9,63.6,86.9,1.17,3.3,3.84,1.6,11.8,257.24,0.673,4.55,2.44,318.57,118.02,2.27,3.74
1988-02-15,2.37,0.842,6.1,164,118.14,16.6,4.24,1.58,2.75,385.53,4.41,0.272,91.6,0.498,16.1,43.2,84.5,1,2.26,2.9,0.993,10.8,257.23,0.671,4.2,1.32,318.593333333333,118.05,1.57,3.4
1988-02-22,2.02,0.854,5.48,163.29,118.16,16.3,3.85,1.58,2.14,385.57,3.35,0.207,63.6,0.455,10.9,36.9,81.3,0.839,1.84,3.19,0.901,9.76,257.18,0.579,4.02,0.678,318.616666666667,118.11,1.14,2.25
1988-02-29,1.82,0.903,5.09,163.12,118.193333333333,14.7,3.73,1.65,1.71,385.37,2.81,0.669,52,0.535,8.8,34.3,75,0.785,1.64,2.62,0.887,9.62,257.17,0.58,3.83,0.426,318.596923076923,118.23,0.992,2.54
1988-03-07,1.8,1.01,5.43,163.18,118.21,14.4,3.45,1.64,1.77,385.26,2.53,0.137,48.3,0.587,7.81,32,80.5,0.79,1.46,2.54,0.823,9.34,257.17,0.675,3.55,0.349,318.57,118.23,0.87,4.01
1988-03-14,2.05,1.81,13.4,164.95,118.217142857143,30.3,4.61,1.78,2.71,385.4,2.99,3.33,117,3.64,13.5,46.6,214,15.4,2.25,9.05,0.895,14.6,257.25,4.35,4.51,0.777,318.752,118.33,0.985,6.86
1988-03-21,7.56,3.51,11.3,164.93,118.22,48.8,8.72,2.39,5.48,390.62,8.94,1.48,168,3.36,39.4,102,243,2.57,5.43,21,2.19,28.3,257.35,2.67,9.13,4.01,318.934,118.47,3.36,6.62
1988-03-28,15.2,3.27,11.8,164.79,118.232,99.8,17,3.73,8.05,399.36,22.7,0.634,459,2.64,82.9,280,522,3.01,11.7,21.6,4.71,35.5,257.47,2.45,17,4.09,319.116,118.58,7.56,7.02
1988-04-04,7.73,1.33,7.44,164.46,118.247142857143,49.2,9.19,3.96,4.8,397.4,15.3,0.44,319,1.42,58.4,107,301,1.81,8.66,8.56,3.76,25.7,257.47,1.91,10.1,2.42,319.298,118.78,5.56,5.39
1988-04-11,5.21,1.12,4.81,163.63,118.264285714286,32.1,15.8,3.03,1.95,395.76,11.9,0.321,178,1.05,31.3,159,164,1.31,7.85,6.08,2.52,18,257.34,1.36,7.75,2.69,319.284615384615,118.94,5.58,2.68
1988-04-18,3.09,0.998,4,163.33,118.295,22.1,11.1,2.82,1.54,394.82,7.86,0.177,83,0.691,14,82.5,100,0.929,4.48,4.18,1.63,14.3,257.27,0.948,6.18,3.5,319.193076923077,119.08,3.68,2.04
1988-04-25,2.43,0.977,3.41,163.09,118.33,18.7,10.8,2.57,1.1,394.07,4.75,0.102,57.8,0.549,8.07,82.8,79.5,0.718,3.01,3.18,1.23,12.3,257.26,0.779,5.46,1.41,319.101538461538,119.2,2.51,1.62
1988-05-02,2.06,0.972,3.08,163,118.37,18.1,10.7,2.44,0.922,393.35,2.91,0.087,42.2,0.527,4.64,72.2,72.1,0.599,2.17,2.69,1.16,11.6,257.25,0.679,5,0.719,319.01,119.28,1.65,1.7
1988-05-09,1.66,1.03,2.51,162.89,118.392,16.7,8.66,2.31,0.784,392.74,2.34,0.07,33,0.509,3.44,60.9,62.5,0.506,1.65,2.34,0.947,10.7,257.18,0.568,4.62,0.388,318.925,119.283333333333,1.13,1.24
1988-05-16,1.49,1.06,2.15,162.846666666667,118.418888888889,15.2,6.97,2.25,0.661,392.5,1.59,0.044,26.3,0.456,2.59,48.3,56.3,0.44,1.28,1.96,0.947,10.1,257.11,0.519,4.28,0.214,318.84,119.28,0.844,1.22
1988-05-23,1.51,1.07,2.05,162.79,118.434444444444,14.3,5.61,2.2,0.549,391.95,1.57,0.053,24.6,0.486,2.43,42.2,55.5,0.431,1.3,1.89,0.932,10.1,257.075,0.448,3.74,0.23,318.77,119.25,0.808,0.998
1988-05-30,1.46,1.1,1.68,162.814,118.45,14.3,7.05,2.18,0.521,391.66,1.42,0.056,23.6,0.447,2.77,34.1,56.1,0.376,1.36,1.69,1.21,10.1,257.05,0.328,3.96,0.139,318.7,119.21,0.73,1.16
1988-06-06,1.96,1.6,1.94,162.75,118.466666666667,17.9,11.6,2.41,0.508,391.25,2.43,0.307,25,1.32,2.94,43.8,69.6,1.01,2.66,4.75,2.18,11.5,257.07,0.805,4.75,0.197,318.67,119.155,0.892,1.48
1988-06-13,1.31,1.02,1.32,162.86,118.4824,13,4.27,1.94,0.37,390.9,1.31,0.068,21.2,0.419,2.45,32.1,56.6,0.342,0.959,1.52,0.977,10.2,257.06,0.36,3.67,0.129,318.64,119.1,0.604,0.965
1988-06-20,1.04,1.04,0.892,162.718,118.488,11.4,3.6,1.85,0.386,390.47,0.981,0.05,16.4,0.302,1.67,25.7,45,0.321,0.862,1.19,0.713,8.98,257.05,0.257,3.52,0.077,318.575,119.028,0.43,1.09
1988-06-27,1.05,0.973,0.909,162.56,118.4936,11.3,3.49,1.86,0.344,390.08,1.05,0.064,16.5,0.316,1.71,25.7,48.7,0.284,0.931,1.41,0.733,9.13,257.05,0.256,3.49,0.067,318.51,118.955,0.547,1.35
1988-07-04,1.07,0.773,1.29,162.58,118.4992,11.1,3.17,1.85,0.318,389.67,0.919,0.063,20.1,0.376,3.03,25.5,52.9,0.26,0.86,1.31,0.626,9.55,257.07,0.275,3.36,0.047,318.48,118.87,0.494,1.33
1988-07-11,0.991,0.504,0.965,162.35,118.5025,10.1,2.78,1.73,0.285,390.05,0.711,0.031,14.7,0.379,1.65,24.7,41.2,0.229,0.733,0.734,0.891,8.5,257.02,0.171,3.29,0.037,318.45,118.78,0.394,1.11
1988-07-18,1.05,0.825,1.46,162.184,118.508888888889,11.2,3.23,1.74,0.368,388.88,1.15,0.052,22.4,0.439,3.19,32.7,53.5,0.276,1.64,0.991,0.903,8.93,257.01,0.31,3.45,0.509,318.435,118.69,0.579,1.3
1988-07-25,0.927,0.647,1.57,161.98,118.501111111111,9.95,5.04,1.66,0.297,388.61,0.791,0.035,15.9,0.575,2,20,45.9,0.236,1.63,1.01,0.564,8.74,257.01,0.267,3.21,0.155,318.42,118.61,0.342,0.991
1988-08-01,0.884,0.819,1,161.8875,118.493333333333,9.63,2.58,1.56,0.22,388.35,0.813,0.031,13.1,0.432,1.7,19.3,41.9,0.228,0.724,0.841,0.568,8.02,257.03,0.29,2.98,0.067,318.396666666667,118.53,0.369,0.588
1988-08-08,0.861,0.92,0.855,161.883333333333,118.487333333333,9.25,2.47,1.47,0.209,388.1,0.725,0.031,11.6,0.314,1.57,17.5,36,0.237,0.678,0.926,0.598,7.98,257.03875,0.318,2.8,0.039,318.373333333333,118.47,0.335,0.608
1988-08-15,0.892,0.966,0.91,161.765,118.482666666667,9.74,2.28,1.42,0.217,387.82,0.707,0.027,12.9,0.348,1.62,19.3,35.1,0.212,0.621,0.791,0.461,7.56,257.048571428571,0.238,2.7,0.036,318.348571428571,118.415,0.336,0.575
1988-08-22,0.898,1.02,0.941,161.78,118.48,9.65,3.39,1.43,0.242,387.87,0.719,0.029,13.2,0.313,1.62,53.5,35.6,0.197,1.18,1.01,0.889,7.75,257.041428571429,0.145,2.95,0.038,318.323571428571,118.35,0.301,0.78
1988-08-29,0.947,1.01,1.08,161.758,118.47,9.36,2.95,1.51,0.252,387.54,0.961,0.03,13.1,0.356,1.74,24,38,0.188,1.16,1.58,0.576,7.76,257.06,0.164,2.84,0.032,318.389230769231,118.31,0.46,0.516
1988-09-05,1.11,0.993,1.29,161.78,118.47,11,4.92,1.65,0.362,387.53,1.63,0.031,18.6,0.473,2.47,42.2,48.2,0.219,2.89,1.61,1.19,8.07,257.07,0.196,3.14,0.049,318.47,118.25,0.588,1.3
1988-09-12,1.03,0.973,1.07,161.61,118.465,9.67,2.66,1.48,0.233,387.15,0.857,0.026,13,0.285,1.86,22,38.8,0.15,0.838,0.941,0.536,7.26,257.22,0.158,2.83,0.028,318.435,118.23,0.438,0.867
1988-09-19,1.03,0.975,0.95,161.56,118.455,9.73,2.65,1.33,0.26,386.97,0.834,0.027,12.5,0.364,1.64,19.2,39.4,0.16,0.776,0.964,0.592,7.08,257.28,0.202,2.72,0.029,318.4,118.165,0.433,0.931
1988-09-26,1.05,0.949,1.12,161.5,118.46,9.58,2.49,1.48,0.254,386.71,3.8,0.023,16.6,0.368,4.65,18.6,38.3,0.143,0.728,0.873,0.543,7.27,257.24,0.215,2.75,0.129,318.362666666667,118.13,0.917,0.537
1988-10-03,1.29,0.907,0.906,161.332,118.456666666667,9.67,2.35,1.47,0.252,386.54,1.36,0.026,13.1,0.409,1.89,18.2,40.2,0.171,0.676,0.839,1.06,7.09,257.25,0.235,2.62,0.041,318.325333333333,118.113333333333,0.511,0.466
1988-10-10,1.7,1.09,1.01,161.56,118.467142857143,11.4,3.5,1.48,0.232,386.38,2.69,0.142,23.6,0.478,5.97,25.3,50.3,0.333,1.09,2.04,0.986,8.25,257.27,0.355,3.05,0.149,318.296923076923,118.1,0.824,0.529
1988-10-17,1.19,0.872,1.25,161.45,118.457142857143,9.36,2.53,1.35,0.215,386.21,1.21,0.031,17.7,0.366,3.09,20,41.2,0.241,0.827,0.928,0.621,7.04,257.2,0.177,2.84,0.117,318.27,118.09,0.562,0.535
1988-10-24,0.948,0.918,1.14,161.356666666667,118.447777777778,9.53,2.47,1.34,0.202,385.98,1.04,0.028,15.5,0.319,2.28,19,42,0.211,0.721,0.898,1.05,6.69,257.18,0.177,2.73,0.065,318.255,118.076666666667,0.543,0.613
1988-10-31,0.757,0.873,1.18,161.33,118.44,10.6,2.61,1.25,0.635,385.74,1.01,0.04,14.1,0.381,1.83,21.6,48.7,0.177,0.896,1.28,0.713,6.54,257.16,0.212,3.16,0.061,318.24,118.07,0.481,0.516
1988-11-07,0.597,0.828,1.07,161.27,118.436666666667,9.88,2.35,1.24,0.339,385.465714285714,0.727,0.031,12.6,0.385,1.6,18,38.8,0.202,0.742,1.07,0.58,6.47,257.14,0.177,2.94,0.137,318.215,118.034285714286,0.464,0.558
1988-11-14,0.611,0.864,1.01,161.24,118.431428571429,10.1,2.85,1.21,0.304,385.347142857143,1.18,0.037,14,0.391,2,18.7,42.1,0.177,1.06,1.5,0.578,6.44,257.11,0.13,2.94,0.346,318.19,118.01,0.526,0.501
1988-11-21,0.696,0.903,1.64,161.35,118.436666666667,11.8,2.75,1.21,0.257,385.214285714286,2.04,0.036,26.3,0.529,4.86,28.4,53.5,0.229,1.3,1.52,0.725,6.87,257.14,0.255,3.01,0.413,318.18,117.99,0.93,0.694
1988-11-28,1.07,0.841,1.61,161.3,118.42,11.9,3.15,1.23,0.289,385.041428571429,2.59,0.116,28.5,0.481,6.18,26.2,56.8,0.322,0.876,1.39,0.841,7.92,257.13,0.235,3.19,0.768,318.17,117.95,1.08,0.591
1988-12-05,17,3.07,5.66,162.13,118.42,36.9,27.1,1.7,1.66,384.931428571429,23.2,1.3,130,2.75,85.6,132,150,4.73,20.7,16.2,7.83,25,257.25,1.38,7.72,4.76,318.487333333333,117.93,5.6,3.4
1988-12-12,7.94,1.6,5.61,162.57,118.41,31.6,14.8,1.66,1.46,384.801428571429,15,0.802,148,1.07,57.3,159,144,1.08,9.89,13.4,5.18,18,257.23,0.844,8.91,4.74,318.804666666667,117.97,7.38,2.17
1988-12-19,3.13,2.75,4.35,162.43,118.41,20.6,6.59,1.8,2.19,384.68,9.71,0.608,74.7,0.874,40,53.1,85.8,0.942,3.68,9.93,1.65,14.4,257.2,0.699,5.68,6.08,318.867142857143,118.01,2.98,2.82
1988-12-26,6.22,1.02,5.63,162.77,118.399,27.6,9.83,1.62,3.53,384.684285714286,12.5,0.716,279,0.598,64.6,186,129,0.913,6.38,5.64,2.7,14.5,257.24375,0.695,6.84,3.07,318.887142857143,117.99,4.74,2.11
1989-01-02,2.4,0.873,2.49,162.44,118.392,16.8,5.96,1.46,1.85,387.31,5.4,0.131,71.2,0.405,15.6,55.3,69,0.411,3.26,2.89,1.37,10.3,257.22,0.369,4.55,0.876,318.908,118.01,2.18,1.25
1989-01-09,4.27,0.969,7.37,162.42,118.385,27.9,8.55,1.47,1.83,388.41,11.2,0.356,117,0.639,22.4,75.9,147,0.8,3.94,7.26,3.16,13.7,257.22,0.809,7.02,2.67,318.929,118.046666666667,3.46,1.76
1989-01-16,2.31,0.858,2.79,162.24,118.36,16.1,5.7,1.4,1.81,387.91,4.9,0.147,72.6,0.375,17.5,49.2,72.1,0.479,2.43,3.01,1.34,9.69,257.19,0.492,4.57,0.964,318.95,118.05,1.86,1.17
1989-01-23,1.71,0.895,2.16,161.98,118.365,14,4.8,1.35,2.25,387.55,3.14,0.106,45.3,0.326,8.5,38.3,62.4,0.411,1.83,2.03,1.03,8.83,257.13,0.528,3.76,0.433,318.86,118.04,1.18,0.996
